prediction_id,class
41968_201906,1
41969_201907,1
41971_201905,0
41971_201907,0
41972_201906,0
41972_201907,0
41974_201907,0
41976_201905,1
41980_201907,0
41981_201907,0
41982_201906,0
41986_201907,0
41988_201907,0
41990_201905,1
41992_201907,1
41995_201906,0
41996_201905,1
41997_201907,1
42000_201906,1
42001_201907,1
42006_201906,1
42007_201907,1
42007_201906,0
42009_201905,1
42010_201906,0
42011_201905,1
42011_201906,1
42011_201907,1
42012_201907,0
42014_201905,1
42014_201906,0
42017_201906,0
42018_201907,0
42020_201905,1
42025_201907,1
42028_201905,1
42030_201906,0
42031_201906,0
42037_201907,1
42039_201905,1
42041_201905,1
42043_201905,1
42045_201906,1
42049_201906,0
42051_201905,1
42052_201906,0
42055_201906,0
42056_201905,0
42057_201905,1
42057_201906,1
42059_201907,0
42060_201907,0
42061_201907,1
42065_201907,0
42067_201907,0
42072_201906,0
42072_201905,0
42073_201907,1
42076_201906,0
42077_201907,0
42078_201906,0
42080_201907,0
42080_201905,0
42081_201905,1
42083_201905,1
42083_201907,0
42089_201907,0
42091_201907,0
42093_201905,1
42097_201906,1
42101_201906,0
42104_201906,1
42105_201907,1
42107_201905,1
42110_201907,0
42111_201905,0
42112_201907,0
42112_201906,0
42113_201906,1
42115_201907,1
42117_201907,1
42118_201907,0
42119_201905,1
42120_201906,1
42122_201906,0
42124_201906,1
42125_201905,0
42126_201906,1
42127_201907,1
42128_201907,1
42129_201906,0
42129_201907,0
42132_201905,0
42134_201905,0
42135_201905,1
42136_201907,0
42137_201907,1
42138_201906,1
42138_201907,1
42139_201905,0
42139_201906,0
42142_201907,1
42146_201905,1
42147_201906,1
42148_201905,1
42149_201905,1
42149_201906,1
42152_201907,1
42153_201905,0
42154_201907,0
42154_201905,0
42155_201905,1
42156_201907,1
42156_201906,1
42158_201907,0
42159_201907,1
42161_201906,0
42161_201907,1
42162_201906,1
42163_201907,1
42164_201905,1
42166_201907,0
42167_201907,0
42167_201905,1
42168_201906,1
42168_201907,1
42169_201907,1
42172_201905,0
42172_201906,0
42174_201907,1
42177_201907,1
42178_201907,0
42179_201907,1
42180_201906,1
42187_201906,0
42188_201905,0
42190_201906,1
42190_201905,1
42191_201906,0
42191_201905,1
42192_201907,0
42193_201905,1
42195_201905,0
42196_201906,1
42197_201907,0
42197_201905,0
42198_201905,1
42200_201905,0
42200_201907,0
42202_201906,1
42206_201905,0
42207_201907,0
42207_201906,0
42208_201907,1
42208_201905,1
42210_201907,1
42211_201905,1
42214_201906,0
42214_201905,0
42215_201907,1
42215_201906,1
42217_201906,1
42220_201905,1
42225_201906,0
42227_201905,0
42227_201906,0
42228_201907,1
42229_201907,1
42231_201905,1
42232_201906,1
42233_201907,0
42234_201907,0
42235_201906,1
42240_201907,0
42241_201906,1
42242_201906,1
42248_201906,0
42252_201906,1
42253_201907,1
42253_201906,1
42254_201907,0
42254_201905,0
42256_201905,0
42257_201906,1
42257_201905,1
42259_201906,0
42259_201907,1
42260_201907,1
42262_201906,1
42264_201905,0
42264_201907,0
42265_201906,1
42266_201905,0
42266_201907,0
42268_201907,1
42270_201906,1
42272_201905,1
42273_201905,1
42275_201907,0
42278_201905,0
42279_201905,1
42280_201906,1
42280_201905,1
42281_201907,1
42282_201907,1
42282_201906,1
42285_201906,1
42286_201907,1
42287_201905,0
42289_201905,0
42291_201907,0
42291_201905,0
42292_201907,0
42292_201905,0
42294_201905,1
42295_201906,0
42296_201905,1
42296_201907,1
42298_201905,1
42298_201906,1
42304_201906,1
42305_201907,1
42305_201905,1
42306_201905,0
42307_201905,1
42308_201905,0
42309_201905,0
42310_201907,0
42311_201906,0
42312_201906,1
42315_201907,0
42318_201906,0
42319_201905,0
42320_201906,1
42322_201905,0
42323_201905,0
42324_201906,0
42325_201907,0
42328_201907,1
42333_201906,0
42336_201905,1
42337_201905,0
42337_201907,0
42340_201906,0
42340_201907,0
42340_201905,0
42344_201907,1
42344_201905,1
42345_201905,0
42346_201907,0
42347_201905,1
42348_201905,1
42349_201906,0
42350_201906,0
42350_201907,0
42352_201907,1
42352_201906,1
42353_201907,1
42354_201905,1
42358_201905,1
42358_201907,1
42361_201907,0
42361_201906,0
42367_201907,0
42367_201906,1
42368_201905,0
42370_201905,0
42371_201905,1
42372_201906,1
42372_201907,1
42373_201905,1
42373_201906,1
42374_201906,1
42376_201906,0
42377_201906,1
42378_201906,0
42379_201906,0
42380_201907,1
42381_201906,1
42382_201906,0
42382_201905,0
42383_201906,0
42383_201905,1
42384_201905,0
42385_201907,1
42387_201905,1
42388_201907,0
42389_201906,1
42389_201905,1
42392_201905,1
42393_201906,0
42394_201906,1
42397_201906,1
42398_201906,1
42400_201906,0
42400_201905,0
42401_201906,1
42401_201907,1
42403_201907,1
42405_201907,1
42406_201906,0
42407_201905,1
42408_201907,0
42408_201906,0
42410_201905,1
42410_201907,1
42414_201906,1
42417_201906,0
42417_201905,0
42420_201905,1
42421_201907,0
42423_201906,0
42425_201907,0
42429_201907,1
42431_201907,1
42433_201906,0
42435_201907,1
42436_201905,1
42437_201907,1
42438_201907,1
42439_201907,0
42440_201906,0
42441_201906,0
42441_201907,0
42443_201907,1
42446_201905,0
42448_201905,1
42449_201907,1
42451_201907,1
42453_201906,0
42454_201905,1
42455_201906,1
42455_201905,1
42456_201907,1
42457_201907,1
42459_201907,0
42463_201906,1
42463_201907,1
42466_201906,0
42467_201907,1
42468_201905,0
42468_201907,0
42469_201905,1
42471_201905,1
42474_201907,0
42474_201905,0
42476_201905,0
42477_201905,0
42480_201906,1
42480_201907,1
42481_201906,0
42482_201905,1
42483_201905,1
42485_201906,0
42490_201907,0
42494_201905,0
42496_201906,1
42496_201905,1
42499_201907,1
42504_201905,1
42505_201905,0
42505_201906,0
42506_201907,0
42509_201905,0
42510_201907,0
42510_201906,0
42511_201906,1
42512_201906,1
42512_201907,1
42513_201906,1
42515_201906,1
42516_201905,0
42516_201906,0
42517_201907,1
42520_201906,0
42522_201907,0
42524_201905,0
42531_201905,1
42532_201907,1
42533_201907,0
42533_201905,0
42535_201905,0
42537_201906,0
42538_201906,0
42540_201905,1
42546_201906,0
42547_201907,0
42548_201907,0
42550_201906,0
42555_201905,1
42557_201907,1
42560_201906,1
42561_201905,0
42562_201906,1
42562_201905,1
42563_201905,0
42564_201907,0
42564_201906,0
42566_201907,0
42569_201906,1
42571_201905,1
42571_201906,0
42575_201905,1
42575_201906,1
42580_201906,0
42582_201906,1
42583_201907,0
42583_201906,0
42584_201907,0
42585_201907,1
42586_201907,1
42587_201906,1
42591_201905,0
42593_201907,1
42594_201906,1
42596_201906,1
42596_201905,1
42597_201905,1
42599_201905,0
42606_201906,0
42607_201907,1
42609_201906,0
42610_201906,1
42613_201905,0
42614_201906,1
42615_201907,1
42616_201906,1
42617_201906,0
42620_201905,1
42623_201907,1
42625_201905,1
42626_201905,0
42628_201907,0
42631_201905,1
42632_201906,0
42632_201907,0
42633_201906,0
42634_201906,0
42636_201906,1
42639_201907,0
42642_201907,1
42645_201906,0
42645_201905,1
42646_201906,1
42647_201906,1
42648_201905,0
42650_201907,1
42651_201905,1
42652_201905,0
42653_201905,1
42655_201907,0
42656_201906,1
42658_201905,0
42658_201906,0
42661_201907,1
42662_201906,1
42662_201905,1
42663_201906,0
42665_201905,1
42665_201906,1
42665_201907,1
42670_201905,0
42670_201907,0
42671_201907,0
42672_201906,1
42673_201907,0
42674_201907,0
42675_201907,1
42675_201905,1
42676_201906,1
42683_201906,0
42685_201907,0
42687_201905,1
42687_201907,1
42689_201906,0
42692_201907,0
42699_201905,1
42699_201906,1
42699_201907,1
42701_201905,1
42702_201905,0
42702_201907,0
42703_201906,1
42705_201907,0
42705_201906,0
42708_201907,0
42708_201905,0
42712_201907,1
42713_201906,1
42714_201907,0
42714_201905,0
42717_201907,0
42718_201907,0
42721_201907,1
42721_201906,1
42724_201907,0
42725_201907,0
42727_201906,0
42729_201906,0
42729_201907,1
42732_201905,0
42733_201906,0
42735_201906,0
42736_201907,0
42740_201906,0
42741_201907,1
42743_201907,0
42743_201905,0
42744_201906,0
42745_201905,1
42746_201907,0
42747_201906,1
42749_201905,1
42750_201905,1
42752_201906,0
42753_201905,1
42756_201905,1
42756_201906,1
42757_201907,1
42758_201906,0
42759_201905,1
42762_201907,0
42767_201906,0
42768_201905,0
42768_201907,1
42769_201905,1
42770_201905,1
42771_201907,1
42773_201905,1
42774_201907,0
42775_201907,0
42776_201907,1
42777_201907,0
42779_201905,1
42779_201907,1
42780_201907,1
42780_201905,1
42783_201905,0
42783_201906,1
42785_201907,1
42786_201907,1
42788_201907,1
42793_201907,0
42794_201907,1
42795_201905,0
42797_201905,1
42800_201906,1
42800_201905,0
42802_201907,0
42804_201906,0
42805_201906,0
42806_201905,1
42808_201905,0
42809_201905,1
42809_201906,1
42809_201907,1
42810_201905,0
42812_201905,1
42815_201905,0
42816_201906,1
42817_201905,1
42818_201907,1
42819_201906,1
42820_201907,0
42821_201905,1
42823_201905,1
42826_201905,1
42826_201906,1
42828_201907,0
42828_201905,1
42831_201905,1
42832_201905,1
42832_201907,1
42835_201906,1
42835_201905,1
42836_201905,0
42837_201907,0
42840_201905,0
42841_201906,1
42843_201905,1
42843_201907,1
42844_201907,1
42844_201906,1
42846_201905,1
42848_201907,0
42849_201906,0
42849_201905,1
42851_201906,1
42851_201905,1
42852_201906,1
42855_201905,0
42856_201906,0
42856_201905,0
42857_201905,1
42859_201906,0
42860_201906,0
42860_201907,0
42862_201907,0
42864_201906,0
42866_201906,1
42867_201906,0
42867_201905,0
42868_201905,0
42871_201906,1
42871_201907,1
42872_201905,0
42874_201907,1
42874_201906,1
42875_201905,1
42875_201907,1
42876_201907,0
42877_201907,1
42878_201905,1
42879_201906,0
42879_201905,0
42881_201907,1
42882_201906,0
42883_201907,0
42885_201907,0
42887_201905,1
42889_201906,1
42889_201907,1
42891_201905,1
42892_201905,1
42893_201905,1
42896_201907,0
42898_201905,1
42898_201907,1
42900_201906,1
42905_201907,1
42906_201907,1
42910_201906,0
42911_201906,1
42912_201905,1
42913_201905,0
42914_201907,1
42918_201905,0
42919_201906,0
42920_201907,0
42921_201905,1
42922_201906,0
42923_201905,1
42924_201905,1
42927_201906,1
42928_201906,0
42932_201905,0
42932_201906,0
42933_201905,1
42933_201907,1
42935_201906,0
42936_201906,1
42936_201905,1
42939_201907,0
42940_201905,1
42942_201905,1
42943_201905,1
42944_201906,0
42944_201905,0
42947_201907,0
42948_201906,1
42951_201906,1
42955_201905,0
42957_201906,0
42957_201907,0
42959_201907,0
42959_201905,1
42960_201906,0
42961_201906,0
42963_201905,1
42965_201906,0
42966_201907,0
42966_201906,0
42966_201905,0
42967_201907,1
42968_201905,0
42969_201906,1
42970_201906,0
42971_201905,0
42972_201905,1
42973_201905,1
42975_201905,0
42975_201907,0
42979_201905,0
42981_201907,1
42982_201906,0
42983_201905,1
42985_201907,0
42985_201905,0
42985_201906,0
42987_201906,1
42987_201907,1
42989_201907,0
42990_201906,1
42993_201905,0
42994_201906,1
42995_201906,0
42996_201905,0
42997_201906,1
42999_201905,0
43004_201906,0
43006_201907,1
43006_201906,1
43008_201905,1
43011_201907,0
43012_201905,1
43012_201907,0
43013_201907,0
43015_201905,0
43016_201906,0
43020_201907,1
43024_201906,1
43024_201907,1
43028_201906,0
43029_201907,1
43033_201905,1
43036_201905,1
43037_201905,0
43038_201906,0
43039_201905,0
43040_201907,0
43041_201906,0
43042_201905,0
43044_201906,0
43045_201906,0
43046_201905,1
43046_201907,1
43049_201907,0
43049_201905,0
43050_201906,0
43051_201907,1
43052_201907,0
43053_201907,0
43053_201905,0
43054_201905,1
43056_201905,0
43057_201906,0
43058_201905,1
43059_201907,1
43060_201906,0
43060_201905,0
43062_201907,1
43063_201905,0
43063_201907,0
43064_201907,1
43065_201905,1
43066_201907,0
43067_201906,0
43068_201907,1
43070_201906,0
43071_201907,1
43073_201905,1
43075_201905,1
43076_201905,1
43078_201907,1
43081_201907,0
43082_201906,1
43083_201905,1
43085_201907,0
43086_201906,1
43089_201906,1
43089_201907,0
43089_201905,1
43090_201906,0
43091_201905,1
43092_201905,0
43092_201907,0
43094_201906,1
43097_201905,1
43100_201906,0
43102_201905,1
43103_201906,1
43103_201907,1
43104_201905,1
43105_201906,1
43106_201906,0
43106_201905,0
43110_201907,0
43111_201905,1
43114_201905,0
43115_201907,0
43116_201906,0
43117_201907,1
43119_201907,0
43123_201906,1
43126_201907,0
43128_201905,1
43130_201907,0
43130_201906,0
43130_201905,0
43131_201906,0
43131_201905,0
43131_201907,0
43133_201906,0
43133_201907,0
43134_201907,1
43135_201905,1
43141_201907,1
43144_201905,1
43148_201905,1
43149_201905,1
43150_201906,0
43151_201906,0
43153_201907,0
43153_201906,0
43153_201905,0
43155_201905,0
43156_201905,1
43158_201907,1
43162_201905,0
43164_201905,1
43165_201905,1
43167_201906,0
43170_201907,0
43174_201905,0
43175_201906,1
43176_201907,0
43176_201906,0
43178_201907,0
43187_201905,0
43188_201905,0
43190_201906,0
43191_201906,1
43193_201905,0
43193_201907,0
43195_201906,0
43196_201907,1
43197_201905,1
43200_201906,0
43200_201907,0
43200_201905,0
43201_201905,1
43205_201905,0
43208_201905,0
43208_201906,0
43208_201907,0
43209_201905,1
43209_201907,0
43210_201905,1
43211_201906,1
43211_201907,1
43212_201905,1
43212_201906,1
43213_201907,1
43213_201906,1
43214_201906,0
43214_201905,0
43217_201906,1
43218_201906,1
43219_201905,1
43221_201907,1
43222_201905,1
43224_201905,1
43227_201905,1
43228_201907,1
43229_201907,1
43231_201907,0
43233_201906,0
43235_201905,0
43237_201905,1
43239_201907,1
43240_201906,1
43243_201906,0
43245_201906,1
43245_201907,0
43246_201906,0
43252_201905,0
43255_201906,1
43257_201907,1
43258_201907,1
43260_201906,0
43262_201905,0
43263_201907,1
43264_201906,0
43266_201906,1
43268_201906,1
43274_201905,1
43275_201905,0
43276_201906,0
43277_201906,1
43278_201906,0
43279_201906,0
43281_201907,1
43281_201905,1
43283_201906,1
43285_201907,1
43288_201906,0
43288_201907,0
43292_201905,0
43292_201907,0
43294_201906,1
43295_201906,1
43295_201907,0
43296_201906,0
43297_201906,1
43298_201906,1
43298_201905,1
43301_201905,1
43302_201906,0
43303_201905,0
43303_201907,0
43306_201906,0
43307_201907,1
43307_201906,1
43307_201905,1
43308_201906,1
43310_201905,0
43312_201906,1
43314_201906,0
43318_201907,0
43319_201907,0
43321_201906,0
43323_201905,1
43324_201907,0
43324_201906,1
43327_201905,0
43327_201907,0
43329_201905,1
43329_201906,1
43330_201906,0
43331_201906,0
43332_201907,1
43334_201907,0
43335_201907,1
43335_201906,1
43336_201905,0
43337_201905,1
43338_201906,1
43340_201907,0
43340_201906,0
43344_201905,1
43345_201905,0
43346_201905,1
43347_201907,0
43349_201906,1
43350_201905,0
43350_201907,0
43351_201906,1
43352_201905,0
43353_201905,0
43353_201907,0
43354_201907,0
43355_201907,0
43355_201905,0
43357_201905,0
43359_201905,0
43359_201906,0
43359_201907,0
43362_201905,0
43365_201906,1
43366_201905,0
43367_201907,0
43367_201906,0
43368_201905,0
43369_201907,1
43369_201905,1
43370_201907,0
43372_201907,1
43374_201906,1
43378_201905,1
43378_201906,1
43380_201905,1
43381_201907,0
43383_201906,1
43384_201907,1
43386_201906,1
43387_201906,0
43389_201907,0
43396_201906,0
43396_201907,1
43396_201905,0
43404_201907,0
43406_201905,1
43406_201906,1
43407_201905,0
43411_201907,1
43411_201905,1
43412_201906,0
43415_201906,0
43417_201906,1
43418_201907,0
43419_201907,0
43419_201905,0
43421_201907,0
43422_201905,1
43424_201907,0
43425_201906,0
43426_201907,0
43430_201905,1
43431_201906,0
43432_201907,0
43433_201905,0
43440_201905,0
43442_201907,0
43443_201905,0
43444_201907,0
43445_201905,1
43446_201907,0
43447_201906,0
43448_201906,1
43451_201907,0
43454_201907,0
43455_201906,1
43456_201905,0
43456_201907,0
43456_201906,0
43461_201907,1
43461_201906,1
43462_201907,1
43463_201906,0
43465_201907,0
43466_201907,0
43467_201906,0
43471_201905,1
43471_201906,0
43471_201907,0
43474_201907,0
43475_201907,1
43476_201905,0
43478_201905,0
43482_201905,0
43482_201906,0
43482_201907,0
43483_201907,0
43484_201906,1
43485_201905,0
43488_201907,0
43488_201906,0
43490_201907,0
43491_201906,0
43492_201906,0
43496_201905,1
43499_201906,0
43500_201905,1
43501_201905,1
43502_201906,0
43503_201905,1
43503_201906,1
43503_201907,1
43504_201907,0
43505_201905,1
43506_201907,0
43506_201906,0
43508_201907,1
43509_201905,1
43510_201906,1
43511_201905,0
43512_201907,0
43513_201906,0
43513_201907,0
43514_201905,1
43516_201907,1
43518_201907,0
43519_201905,0
43519_201907,0
43525_201905,0
43526_201905,0
43528_201905,0
43531_201906,1
43531_201907,1
43533_201907,0
43533_201905,0
43538_201906,0
43540_201907,0
43543_201907,1
43545_201905,0
43550_201906,0
43551_201905,0
43553_201905,0
43553_201907,0
43554_201906,0
43555_201905,1
43557_201907,1
43558_201906,0
43558_201907,0
43560_201907,1
43563_201907,0
43564_201906,0
43565_201907,0
43568_201907,1
43569_201906,1
43571_201905,1
43574_201906,0
43575_201906,1
43576_201905,1
43577_201907,1
43578_201906,0
43581_201907,1
43582_201905,0
43584_201907,1
43586_201905,0
43586_201906,0
43587_201905,1
43589_201906,0
43595_201905,0
43597_201907,0
43599_201907,1
43600_201907,1
43602_201905,1
43603_201906,1
43604_201906,1
43606_201907,0
43609_201906,1
43610_201907,1
43611_201906,0
43612_201907,1
43614_201905,0
43620_201905,1
43623_201905,0
43624_201906,1
43625_201907,1
43627_201906,1
43629_201906,1
43630_201907,1
43631_201905,1
43631_201906,0
43633_201905,0
43637_201906,0
43640_201906,1
43642_201905,0
43644_201906,0
43646_201905,0
43648_201906,1
43650_201907,0
43651_201907,1
43652_201905,1
43653_201907,0
43653_201906,1
43654_201907,1
43656_201907,1
43656_201906,1
43657_201906,0
43659_201907,0
43661_201905,1
43662_201907,1
43664_201907,1
43665_201906,0
43667_201905,1
43668_201905,0
43669_201906,1
43669_201907,1
43673_201906,0
43674_201906,0
43675_201907,1
43676_201906,0
43678_201906,0
43679_201907,1
43683_201905,1
43685_201907,0
43685_201905,0
43686_201907,1
43686_201905,1
43686_201906,1
43690_201905,0
43690_201906,0
43692_201907,1
43693_201905,0
43694_201906,1
43694_201907,1
43694_201905,1
43696_201906,1
43697_201906,0
43699_201907,0
43699_201905,0
43700_201907,1
43701_201907,0
43702_201906,1
43706_201905,0
43706_201907,0
43707_201906,1
43709_201906,0
43709_201905,0
43710_201905,1
43712_201907,0
43713_201905,0
43714_201906,0
43715_201905,0
43717_201906,1
43717_201905,1
43718_201905,1
43720_201905,1
43721_201907,1
43722_201905,0
43722_201906,0
43723_201907,1
43726_201906,0
43727_201907,0
43728_201905,1
43729_201905,0
43730_201907,0
43732_201907,0
43733_201907,1
43735_201906,0
43738_201906,0
43739_201906,0
43740_201907,0
43743_201905,0
43744_201907,1
43747_201906,0
43748_201906,0
43748_201905,0
43749_201906,0
43753_201907,1
43754_201907,0
43754_201906,0
43755_201906,0
43759_201907,1
43760_201907,1
43760_201906,1
43766_201905,0
43766_201906,0
43766_201907,0
43767_201905,1
43767_201907,1
43769_201906,0
43770_201906,0
43770_201905,0
43772_201907,0
43777_201905,0
43777_201907,0
43778_201905,1
43780_201905,1
43780_201906,1
43781_201905,1
43782_201905,1
43782_201906,1
43784_201907,1
43786_201907,0
43787_201905,0
43787_201907,1
43788_201905,0
43790_201906,1
43791_201907,0
43791_201905,0
43792_201905,0
43793_201907,0
43794_201906,0
43796_201905,1
43797_201907,0
43797_201906,0
43798_201907,1
43803_201907,1
43805_201907,1
43805_201905,0
43807_201907,1
43813_201906,1
43814_201906,0
43816_201906,0
43816_201905,0
43817_201905,1
43821_201905,1
43824_201907,0
43826_201905,0
43826_201906,0
43827_201905,1
43828_201905,1
43829_201905,1
43830_201906,1
43830_201907,1
43831_201905,1
43831_201906,1
43831_201907,1
43832_201905,0
43832_201906,0
43834_201907,1
43837_201906,1
43837_201905,1
43839_201906,1
43842_201906,1
43845_201906,1
43846_201907,0
43848_201907,0
43855_201905,0
43856_201905,1
43857_201905,1
43859_201907,0
43862_201907,1
43862_201905,1
43864_201905,0
43864_201906,0
43867_201907,1
43869_201905,1
43869_201907,1
43869_201906,1
43870_201906,0
43872_201906,0
43872_201905,0
43876_201906,1
43878_201907,1
43882_201906,1
43883_201906,0
43883_201907,0
43884_201905,1
43886_201905,1
43892_201906,0
43893_201906,1
43895_201907,0
43897_201905,1
43898_201905,1
43901_201905,0
43905_201906,1
43907_201905,0
43907_201907,0
43907_201906,0
43910_201905,1
43911_201906,0
43912_201907,1
43914_201907,1
43915_201907,1
43917_201906,1
43919_201906,1
43921_201907,1
43925_201907,1
43925_201906,1
43929_201907,0
43931_201905,1
43931_201907,1
43935_201906,1
43935_201907,1
43935_201905,1
43937_201907,0
43938_201905,1
43938_201907,1
43939_201907,0
43941_201905,0
43941_201907,0
43943_201906,1
43945_201907,1
43946_201905,1
43946_201906,1
43954_201906,1
43954_201905,1
43955_201907,1
43956_201905,1
43956_201907,1
43957_201905,0
43958_201907,1
43959_201905,0
43959_201906,1
43960_201905,1
43961_201905,1
43963_201907,1
43963_201906,1
43966_201906,0
43970_201906,0
43971_201907,0
43972_201905,0
43972_201906,0
43976_201906,0
43979_201906,1
43981_201907,0
43982_201906,0
43984_201906,1
43988_201905,1
43990_201907,0
43992_201906,0
43995_201907,0
43996_201906,0
43997_201907,1
44000_201906,0
44003_201907,0
44005_201907,1
44005_201905,1
44007_201906,1
44008_201906,1
44012_201906,1
44020_201905,0
44021_201905,1
44022_201906,0
44022_201907,0
44023_201905,0
44027_201906,0
44027_201907,0
44028_201907,1
44029_201906,0
44030_201906,0
44031_201906,0
44035_201905,0
44036_201906,0
44037_201905,0
44039_201907,1
44040_201905,1
44042_201905,1
44043_201907,0
44043_201905,0
44045_201906,0
44046_201905,0
44050_201906,1
44050_201905,1
44051_201906,0
44052_201907,0
44052_201906,1
44053_201905,1
44053_201906,1
44054_201906,0
44055_201905,1
44058_201905,0
44059_201907,0
44063_201905,1
44065_201906,1
44066_201906,0
44068_201907,0
44071_201905,1
44075_201907,0
44078_201906,0
44079_201905,0
44080_201907,0
44081_201907,0
44085_201907,0
44085_201905,1
44087_201905,0
44088_201907,0
44092_201906,0
44093_201905,0
44093_201907,0
44094_201905,0
44095_201905,1
44097_201905,0
44097_201907,0
44097_201906,0
44099_201907,1
44100_201906,1
44101_201906,0
44101_201905,0
44102_201906,0
44102_201905,0
44104_201905,0
44104_201907,1
44105_201906,0
44105_201907,0
44107_201905,1
44109_201907,1
44111_201906,0
44112_201905,0
44114_201907,0
44117_201906,1
44117_201907,0
44122_201906,1
44125_201906,1
44126_201906,0
44126_201907,0
44127_201907,0
44129_201905,0
44130_201907,1
44130_201905,1
44134_201907,0
44135_201905,0
44137_201907,0
44137_201906,0
44140_201907,1
44141_201906,0
44143_201905,0
44144_201906,0
44144_201907,0
44145_201907,1
44146_201906,0
44146_201907,0
44147_201905,1
44151_201905,1
44151_201907,0
44152_201906,0
44153_201907,1
44154_201907,0
44155_201905,0
44156_201906,1
44157_201906,0
44157_201905,0
44158_201906,0
44158_201905,0
44160_201905,1
44161_201906,0
44163_201905,0
44164_201905,1
44169_201905,1
44170_201907,1
44174_201906,0
44175_201905,0
44176_201906,1
44176_201907,0
44178_201907,0
44185_201906,0
44187_201906,0
44188_201905,0
44190_201905,1
44194_201907,1
44197_201907,0
44197_201905,0
44198_201905,1
44202_201907,0
44205_201906,0
44207_201907,0
44208_201906,1
44211_201906,1
44212_201907,0
44213_201906,1
44214_201906,0
44214_201907,0
44216_201905,1
44219_201907,0
44219_201906,0
44220_201906,0
44223_201905,0
44224_201905,1
44226_201907,0
44231_201907,1
44233_201906,0
44233_201905,0
44235_201906,1
44237_201907,0
44239_201906,0
44242_201905,1
44243_201905,1
44247_201906,1
44249_201906,0
44254_201906,0
44256_201905,1
44257_201907,1
44260_201906,0
44260_201905,0
44266_201907,1
44267_201906,0
44270_201907,0
44272_201906,0
44275_201907,1
44275_201905,0
44276_201907,0
44276_201905,0
44277_201906,0
44282_201907,0
44283_201905,1
44284_201907,1
44285_201906,0
44285_201907,0
44287_201907,1
44290_201905,0
44294_201906,1
44298_201905,0
44298_201906,0
44300_201906,1
44304_201905,1
44305_201906,0
44306_201905,1
44307_201906,1
44307_201905,1
44308_201906,0
44309_201905,1
44310_201905,1
44313_201905,1
44313_201906,0
44314_201905,0
44315_201907,0
44315_201905,0
44317_201906,1
44318_201907,1
44320_201907,0
44320_201906,0
44322_201906,1
44323_201905,1
44323_201906,1
44326_201907,1
44327_201905,1
44329_201906,1
44330_201905,0
44331_201906,0
44333_201907,1
44334_201907,0
44335_201906,0
44336_201906,0
44336_201907,0
44341_201907,0
44342_201907,0
44342_201906,0
44344_201905,1
44345_201907,1
44349_201905,1
44349_201907,1
44351_201906,0
44351_201905,0
44353_201906,0
44354_201905,1
44356_201905,1
44357_201907,0
44358_201906,0
44362_201906,1
44369_201905,0
44372_201907,1
44374_201905,1
44375_201905,0
44375_201906,0
44378_201905,1
44379_201907,1
44380_201905,0
44383_201905,0
44385_201907,0
44391_201906,1
44392_201905,1
44394_201906,0
44394_201905,0
44396_201906,1
44400_201905,0
44402_201905,0
44404_201907,0
44405_201905,1
44407_201906,1
44408_201905,0
44409_201907,0
44410_201905,0
44415_201905,1
44415_201906,1
44416_201906,1
44416_201905,1
44417_201907,0
44418_201907,0
44421_201905,0
44423_201906,0
44426_201905,0
44427_201907,0
44429_201905,1
44431_201905,0
44432_201905,1
44432_201906,1
44433_201906,0
44436_201907,1
44436_201905,1
44440_201907,1
44441_201905,1
44442_201906,0
44444_201905,1
44446_201905,0
44446_201907,1
44446_201906,1
44449_201906,0
44452_201905,1
44453_201907,0
44453_201905,0
44457_201907,1
44458_201907,1
44459_201907,1
44460_201905,1
44460_201906,0
44462_201906,0
44462_201907,0
44462_201905,1
44463_201905,1
44464_201907,0
44465_201907,1
44466_201906,0
44469_201906,0
44469_201905,0
44473_201905,0
44474_201905,1
44478_201907,1
44479_201905,0
44480_201906,1
44481_201907,1
44482_201905,1
44482_201906,1
44484_201905,0
44484_201906,0
44486_201905,0
44486_201907,0
44487_201907,1
44488_201907,0
44488_201905,0
44489_201907,0
44492_201907,0
44492_201905,0
44499_201906,1
44501_201906,0
44502_201906,0
44504_201905,1
44507_201905,1
44507_201907,1
44508_201905,0
44510_201905,0
44510_201906,0
44511_201907,0
44513_201907,1
44514_201905,0
44515_201906,1
44520_201906,1
44520_201905,1
44523_201906,0
44525_201905,1
44530_201907,1
44535_201906,0
44535_201905,0
44536_201906,1
44536_201907,1
44538_201905,0
44539_201907,0
44542_201907,0
44543_201906,0
44546_201906,0
44546_201905,0
44550_201906,0
44550_201907,0
44550_201905,0
44551_201907,0
44552_201905,0
44553_201907,0
44558_201907,0
44559_201906,1
44559_201907,1
44560_201906,1
44561_201906,0
44565_201905,0
44565_201906,0
44571_201905,1
44573_201906,0
44574_201907,1
44577_201907,0
44578_201905,1
44579_201905,0
44583_201906,0
44584_201905,0
44585_201907,0
44588_201906,1
44590_201907,1
44590_201906,1
44590_201905,1
44592_201905,0
44595_201906,1
44595_201907,1
44595_201905,1
44598_201905,0
44599_201906,0
44601_201907,0
44602_201907,1
44603_201907,0
44604_201906,0
44606_201905,0
44607_201905,0
44609_201905,1
44609_201906,1
44609_201907,1
44610_201905,0
44611_201906,1
44614_201905,1
44616_201907,0
44617_201906,0
44619_201905,0
44620_201907,1
44621_201907,0
44622_201907,0
44625_201906,0
44626_201907,0
44627_201905,1
44629_201906,1
44631_201905,0
